访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,Nov,1659.866667,1,0,29.5,0.016,0.008,26,21.81920724,2,FALSE,5,0,2,1,0,1
Returning_Visitor,Nov,293.0333333,1,0,30.2,0.025396825,0.019047619,20,9.775216594,1,FALSE,2,0,1,1,0,0
Returning_Visitor,Jul,146.1333333,0,0,0,0.066666667,0.05,12,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Sep,1553.52381,10,0,164.0666667,0.01025641,0.005128205,37,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,2558.5,0,0,0,0.010810811,0,39,0,4,FALSE,2,0,2,10,0,0
Returning_Visitor,Mar,479.8666667,4,1,57,0.018181818,0,19,0,4,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,3,3,0,0
Returning_Visitor,Nov,1533.025834,12,0,196.8571429,0.0322986,0.00721393,59,6.048714136,2,TRUE,2,0,1,1,0,0
Returning_Visitor,Dec,623.725,0,0,0,0.055396825,0.016666667,18,0,2,FALSE,2,0,6,2,0,0
Returning_Visitor,Dec,3296.65,2,0,35.5,0.021935484,0.009677419,29,18.25059634,4,FALSE,2,0,9,8,0,0
Returning_Visitor,May,1161.767949,4,3,454,0.043950617,0.018070818,25,3.919126984,1,TRUE,1,584,7,2,0,0
Returning_Visitor,Mar,498.3333333,1,0,24,0.021052632,0,17,76.78667659,2,FALSE,2,0,6,10,0,1
Returning_Visitor,Oct,2436.287879,2,0,209.5,0.060539216,0.051797386,102,0,3,FALSE,2,0,1,13,0,0
New_Visitor,Mar,316,0,0,0,0.019047619,0,8,0,1,TRUE,1,0,1,2,0,0
Returning_Visitor,Nov,478.26,0,0,0,0.015384615,0,15,0,2,FALSE,2,0,8,20,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,3,0,3,TRUE,2,0,4,3,0,0
New_Visitor,Dec,100.4166667,6,0,90.41666667,0.02,0,5,0,1,FALSE,2,0,6,8,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,4,0,5,1,0,0
New_Visitor,Nov,1009.375,0,0,0,0.040740741,0.007407407,27,0,2,TRUE,2,0,1,2,0,1
Other,Dec,815.25,5,0,446.25,0.0025,0,18,0,8,FALSE,13,0,9,20,0,0
Returning_Visitor,Dec,97.5,12,0,257.75,0.038461538,0,3,0,3,FALSE,2,0,4,8,0,1
Returning_Visitor,May,304.1666667,0,0,0,0.04,0,15,0,2,TRUE,2,0,1,3,0,0
Returning_Visitor,May,973.5,0,0,0,0.045833333,0.025,16,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,May,1261.166667,1,0,5,0.060877193,0.035380117,59,0,2,FALSE,2,0,1,1,0.6,0
Returning_Visitor,Mar,24,0,0,0,0.133333333,0.066666667,3,0,3,TRUE,2,0,3,1,0,0
Returning_Visitor,May,1051.5,3,0,40,0.030555556,0.008333333,19,12.18,1,FALSE,1,0,4,3,0.6,1
Returning_Visitor,Nov,6095.481945,7,3,32.64285714,0.016400421,0.002623688,224,10.36159616,1,FALSE,2,189,1,2,0,1
Returning_Visitor,Nov,1526.213333,10,0,380.4333333,0.014728682,0.004651163,39,0,2,FALSE,6,0,5,2,0,0
Returning_Visitor,Nov,1279.089286,2,0,75,0.014166667,0.003333333,29,35.60912359,2,FALSE,2,0,3,11,0,1
Returning_Visitor,Nov,6630.479365,18,4,514.075,0.010805067,0.003645833,178,0,3,FALSE,2,67.5,1,8,0,1
Returning_Visitor,Jul,521.5,1,2,5,0.021052632,0.010526316,16,0,2,FALSE,2,33.3,7,1,0,0
Returning_Visitor,May,1111,0,0,0,0.033333333,0,12,0,2,FALSE,2,0,5,1,0.6,0
Returning_Visitor,Jul,386.18,0,0,0,0.016521739,0.004347826,23,0,1,FALSE,1,0,1,4,0,0
Other,Nov,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,1,1,0,0
Returning_Visitor,Aug,1148.333333,1,0,30.7,0.020833333,0,33,0,2,FALSE,5,0,6,1,0,0
Returning_Visitor,Nov,156.5,0,0,0,0.013333333,0,5,0,2,FALSE,4,0,7,1,0,1
Returning_Visitor,Jul,20.2,0,0,0,0.066666667,0,3,0,2,FALSE,2,0,2,1,0,0
Returning_Visitor,Feb,27,0,0,0,0.15,0.15,2,0,1,FALSE,1,0,7,2,0,0
Returning_Visitor,May,1660.354762,5,0,47.07142857,0.018087558,0.003519062,58,12.59910233,2,TRUE,1,0,1,3,0,0
Returning_Visitor,Nov,0,0,3,0,0.033333333,0,0,0,3,FALSE,2,56,1,6,0,0
Returning_Visitor,Nov,239.5833333,1,0,14,0.016666667,0,11,0,2,TRUE,2,0,6,1,0,0
Returning_Visitor,Aug,1143.666667,2,2,75.6,0.023333333,0,10,0,2,FALSE,2,652.8,4,2,0,0
Returning_Visitor,Mar,266.5833333,7,0,110.25,0.039753086,0.011111111,20,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Mar,4053.092208,0,1,0,0.029684228,0.014184397,46,0,1,FALSE,1,0,1,2,0,0
Returning_Visitor,May,586.3333333,0,0,0,0.037593985,0.010526316,38,0,2,FALSE,2,0,3,13,0.4,0
Returning_Visitor,Oct,555.4,2,1,182.4,0.053030303,0.027272727,19,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,Sep,244,1,0,4,0.04,0.02,8,15.45198077,2,FALSE,4,0,1,1,0,1
Returning_Visitor,Jul,663.5,1,0,19.2,0,0,11,0,2,FALSE,2,0,6,13,0,0
Returning_Visitor,Nov,1277.741667,0,0,0,0.035714286,0,14,0,2,FALSE,2,0,5,1,0,0
Returning_Visitor,Dec,345,8,0,363.05,0.016666667,0,8,13.64300463,2,FALSE,2,0,3,3,0,1
Returning_Visitor,June,86.6,3,0,72.4,0.033333333,0,3,0,1,TRUE,1,0,7,3,0,1
Returning_Visitor,June,764.1333333,1,0,5,0.014444444,0,41,0,2,FALSE,2,0,1,4,0,0
Returning_Visitor,Mar,1643.435516,0,0,0,0.032271242,0.005555556,37,2.188718519,2,TRUE,4,0,3,2,0,1
Returning_Visitor,May,1369.75,0,0,0,0.043307169,0.020408163,50,3.241653061,2,FALSE,2,0,1,2,0.6,0
Returning_Visitor,Mar,358.0666667,0,0,0,0.025,0,12,0,3,FALSE,3,0,2,1,0,0
Returning_Visitor,Mar,971,0,0,0,0.071428571,0.028571429,7,0,2,FALSE,2,0,2,1,0,0
Returning_Visitor,May,607.9777778,10,2,198.4,0.016666667,0,26,4.9872375,2,FALSE,2,114,1,2,0,0
New_Visitor,May,836.8333333,1,2,21.5,0.001904762,0,14,0,2,FALSE,2,323,8,2,0,0
Returning_Visitor,Feb,310.1666667,0,0,0,0.006666667,0,15,0,1,FALSE,1,0,4,4,0,0
Returning_Visitor,Oct,157.2,0,0,0,0.1,0.04,4,0,1,TRUE,8,0,3,1,0,0
Returning_Visitor,Nov,60.5,0,0,0,0.15,0.1,4,0,1,FALSE,1,0,1,1,0,0
Returning_Visitor,May,557.4047619,1,2,0,0.034154351,0.013793103,28,0,2,FALSE,4,29,3,3,0.4,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,May,1449,2,1,59,0.022727273,0,21,53.66290909,1,FALSE,1,94,6,3,0,1
New_Visitor,Oct,204.4,1,0,20.2,0.028571429,0,6,0,2,TRUE,7,0,3,5,0,0
Returning_Visitor,Nov,3074.852778,5,3,44.75,0.026239965,0.015454545,107,0,2,TRUE,2,51.5,3,1,0,0
Returning_Visitor,May,73.66666667,0,0,0,0.022222222,0,9,0,2,FALSE,2,0,1,3,0.2,0
Returning_Visitor,Mar,1936.55,4,0,76,0.023809524,0.004761905,39,5.51397619,4,FALSE,1,0,3,2,0,0
Returning_Visitor,May,3003.419048,6,0,86.2,0.015711501,0.010526316,49,4.376915789,1,FALSE,1,0,4,4,0.4,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,TRUE,10,0,3,4,0,0
Returning_Visitor,Mar,249.5,0,0,0,0.025,0.005555556,12,0,2,FALSE,7,0,7,1,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,7,6,0.4,0
Returning_Visitor,May,504,0,0,0,0.1,0,1,0,1,FALSE,1,0,3,3,0,0
New_Visitor,Dec,901.2666667,0,0,0,0.017391304,0,23,0,1,TRUE,1,0,1,2,0,0
Returning_Visitor,May,367.3761905,1,2,10,0.011038961,0,22,0,1,TRUE,1,34,4,6,0,0
Returning_Visitor,Oct,2611.747653,0,0,0,0.029287373,0.004356436,101,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,783.75,4,0,65.5,0.030769231,0.007692308,23,0,2,TRUE,5,0,3,1,0,1
Returning_Visitor,May,1041.316345,4,2,147.6666667,0.013478622,0.000571429,46,2.690792571,2,TRUE,2,96.33333333,6,4,0,0
New_Visitor,Jul,63.4,2,0,34.2,0.028571429,0,5,0,4,FALSE,1,0,2,2,0,0
Returning_Visitor,Mar,261,0,0,0,0.083333333,0.033333333,12,0,2,FALSE,2,0,7,1,0,0
Returning_Visitor,Nov,1140.15,2,0,41.5,0.039814815,0.005555556,22,5.00765405,1,FALSE,1,0,1,10,0,0
Returning_Visitor,Nov,3163.096825,18,6,1012.5,0.021393867,0.011664747,106,1.307682317,3,FALSE,2,114.3333333,6,13,0,0
Returning_Visitor,May,161,0,0,0,0.066666667,0,6,0,2,FALSE,2,0,1,4,0.2,0
Returning_Visitor,May,725.3333333,0,0,0,0.023157895,0.010526316,19,0,2,FALSE,2,0,3,4,0,0
New_Visitor,Oct,4402.25,4,0,158.2,0.001041667,0,62,246.7585902,4,FALSE,1,0,8,2,0,0
New_Visitor,Mar,437.2,5,0,113.5,0.002222222,0,13,0,1,FALSE,8,0,4,11,0,0
Returning_Visitor,May,160,0,0,0,0.014285714,0,28,0,2,FALSE,2,0,2,2,0.6,0
Returning_Visitor,Dec,1051.291667,3,2,77.33333333,0.014814815,0,24,0,2,FALSE,13,7,9,20,0,0
Returning_Visitor,Nov,1743.517857,2,0,16,0.012804878,0,42,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Dec,678,0,0,0,0.03,0,20,0,2,FALSE,2,0,3,10,0,0
Returning_Visitor,Nov,2077.166667,2,0,31.2,0.011764706,0,17,0,2,TRUE,2,0,8,2,0,0
Returning_Visitor,May,623.0769231,0,0,0,0.010884354,0,8,0,3,FALSE,2,0,4,3,0,0
Returning_Visitor,May,566.5,0,1,0,0.023809524,0.004761905,20,0,3,FALSE,2,27,1,3,0.6,0
New_Visitor,Dec,1502.291667,0,0,0,0.027272727,0.004545455,44,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Mar,128.5,0,0,0,0.025,0,8,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,4,0,7,3,0,0
Returning_Visitor,May,761.25,0,0,0,0.014035088,0,21,0,3,FALSE,2,0,3,1,0,0
Returning_Visitor,Oct,385.74,3,0,273,0.007692308,0,11,17.81649911,2,FALSE,2,0,1,2,0,1
Returning_Visitor,Nov,3181.5,0,0,0,0.027083333,0.002777778,24,0,2,TRUE,2,0,1,13,0,0
Returning_Visitor,May,12,0,0,0,0.1,0,1,0,1,TRUE,1,0,4,1,0,0
Returning_Visitor,June,1764.180047,5,0,69.8,0.032261103,0.007007576,87,0,2,FALSE,6,0,1,1,0,0
New_Visitor,Mar,208.5,2,0,37,0.011764706,0,15,0,2,TRUE,2,0,3,2,0,0
Returning_Visitor,Nov,115.625,0,0,0,0.088,0.04,5,0,2,FALSE,2,0,3,3,0,0
Returning_Visitor,May,72.5,0,0,0,0.106666667,0.08,10,0,2,FALSE,2,0,2,13,0.2,0
New_Visitor,Jul,1276.843158,11,0,604.73,0.006712329,0,63,0,2,FALSE,2,0,8,6,0,1
Returning_Visitor,Mar,622,0,0,0,0.0125,0,16,0,2,FALSE,10,0,2,6,0,0
Returning_Visitor,May,282.5,0,0,0,0.073913043,0.043478261,23,0,2,FALSE,2,0,1,3,0.6,0
Returning_Visitor,Aug,307.8666667,1,1,21.2,0,0,7,0,2,FALSE,2,141,1,3,0,0
Returning_Visitor,Mar,478,0,0,0,0.011111111,0,9,0,3,TRUE,2,0,2,3,0,0
New_Visitor,May,1040.2,0,0,0,0.011111111,0,19,115.98,2,TRUE,2,0,6,2,0,1
Returning_Visitor,Dec,93,0,0,0,0.05,0,2,0,3,FALSE,2,0,5,2,0,0
Returning_Visitor,Mar,116.5,0,0,0,0.066666667,0,6,0,2,TRUE,2,0,2,3,0,0
Returning_Visitor,Dec,251,0,0,0,0.08,0.04,5,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Mar,538,0,0,0,0.075,0,4,0,1,TRUE,1,0,4,3,0,0
Returning_Visitor,Nov,903.1634615,0,0,0,0.015757576,0.009090909,22,0,3,TRUE,2,0,6,8,0,0
Returning_Visitor,Mar,190,0,0,0,0.066666667,0,3,0,2,TRUE,7,0,4,3,0,0
Returning_Visitor,Nov,3634.141512,1,0,585.5,0.007864356,0.004320988,80,26.41113767,3,FALSE,2,0,2,2,0,1
Returning_Visitor,May,17,0,0,0,0.133333333,0.066666667,3,0,2,FALSE,12,0,8,3,0.4,0
Returning_Visitor,Jul,1438.71,8,0,129.9,0.033766459,0.011351351,70,0,2,FALSE,2,0,7,1,0,0
Returning_Visitor,May,608.5227273,0,0,0,0.021952663,0.015384615,28,0,2,TRUE,2,0,1,6,0,0
Returning_Visitor,May,867.4642857,5,1,46,0.028052083,0.000585938,61,0,2,FALSE,2,0,1,3,0.8,0
Returning_Visitor,May,110,0,0,0,0.0125,0,8,0,2,FALSE,5,0,1,2,0,0
Returning_Visitor,Dec,112,0,0,0,0.033333333,0,3,0,1,FALSE,1,0,2,2,0,0
Returning_Visitor,Dec,630,2,0,83,0.003333333,0,15,42.23025869,4,TRUE,1,0,3,1,0,1
New_Visitor,Nov,872.8333333,0,0,0,0.007058824,0,36,81.02729581,2,FALSE,4,0,1,8,0,1
Returning_Visitor,May,91,0,0,0,0.033333333,0,6,0,2,FALSE,2,0,1,13,0.6,0
Returning_Visitor,Oct,2791.060635,9,0,410.55,0.006917563,0,57,13.09195948,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Sep,427.3,0,0,0,0.038461538,0,13,0,2,FALSE,5,0,1,1,0,0
Returning_Visitor,May,4079.530461,12,0,81.22222222,0.023773007,0.01382199,181,0,3,TRUE,2,0,2,13,1,0
Returning_Visitor,Feb,281.6666667,3,0,58.5,0.017647059,0.007058824,17,0,1,FALSE,1,0,3,4,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,TRUE,1,0,4,1,0,0
Returning_Visitor,May,343.6666667,2,0,15,0.05,0.025,23,0,2,FALSE,2,0,6,6,0.6,0
Returning_Visitor,Mar,1200.892857,4,0,64,0.018030303,0.001818182,53,0,2,TRUE,2,0,4,1,0,0
New_Visitor,Dec,1206.75,6,0,104.5,0.013333333,0,11,0,4,FALSE,1,0,4,8,0,0
Returning_Visitor,May,1501.333333,3,3,71,0.009756098,0,39,0,3,TRUE,2,246,1,2,0,0
Returning_Visitor,Nov,570.5,2,0,327.5,0.028571429,0,7,0,2,FALSE,2,0,2,2,0,0
Returning_Visitor,Nov,2387.139881,1,4,4,0.046198341,0.028733963,79,0,3,TRUE,2,123.3333333,1,13,0,0
Returning_Visitor,Nov,1121.5,0,0,0,0.1,0,2,0,8,FALSE,2,0,4,3,0,0
Returning_Visitor,Nov,2671.06994,3,3,182.6428571,0.017352092,0.000275482,64,37.59646822,2,FALSE,5,119.375,6,2,0,1
Returning_Visitor,Nov,3978.245833,0,0,0,0.024807692,0.003846154,54,0,2,TRUE,2,0,6,1,0,0
Returning_Visitor,May,2660.245238,5,1,130.3333333,0.003954802,0.000847458,57,59.1244678,1,FALSE,1,68,6,4,0,0
Returning_Visitor,Dec,656.25,3,0,37.25,0.023529412,0,19,0,2,FALSE,5,0,3,6,0,0
New_Visitor,Sep,544.1,3,0,72.6,0.002,0,17,0,2,FALSE,2,0,9,2,0,0
Returning_Visitor,Feb,208,0,0,0,0.028571429,0,7,0,4,TRUE,1,0,1,5,0,0
New_Visitor,Mar,316.5,0,0,0,0.025,0,10,17.538,2,TRUE,4,0,1,8,0,1
Returning_Visitor,Mar,2868.133333,4,0,100.3,0.01725974,0.011428571,66,9.162351243,3,FALSE,2,0,1,1,0,1
Returning_Visitor,Nov,740.3071429,0,0,0,0.014052288,0,34,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,May,908.4666667,3,0,148.6666667,0.052840909,0.033333333,23,25.61645833,3,FALSE,2,0,1,13,0.8,0
Returning_Visitor,Nov,2032.599702,12,2,509.53125,0.020476926,0,33,5.730539288,2,FALSE,2,11,2,1,0,0
Returning_Visitor,Mar,2396.690316,5,0,102.5333333,0.020349845,0.002699055,74,15.03328131,2,FALSE,5,0,6,1,0,0
Returning_Visitor,Dec,4609.626389,4,2,105.75,0.016137507,0.001550388,129,0,2,FALSE,2,152.5,6,2,0,0
Returning_Visitor,Nov,1260.441758,1,0,26.5,0.008792271,0.001449275,71,3.74015068,2,FALSE,2,0,1,1,0,1
Returning_Visitor,May,0,0,0,0,0.2,0.2,3,0,3,FALSE,2,0,1,3,0.8,0
New_Visitor,Dec,1249.708333,5,0,71.08333333,0.005128205,0,24,52.28491058,2,FALSE,2,0,3,2,0,1
Returning_Visitor,Dec,735.5833333,2,0,47.5,0.024137931,0.006896552,30,23.51024736,2,FALSE,2,0,2,1,0,0
Returning_Visitor,Mar,603.6666667,2,1,8,0.0125,0,14,44.67925,2,FALSE,2,14.33333333,1,7,0,1
Returning_Visitor,Sep,12,0,0,0,0.1,0.1,2,0,4,FALSE,1,0,1,2,0,0
Returning_Visitor,Dec,73.5,0,0,0,0.15,0.12,10,0,3,TRUE,2,0,1,13,0,0
Returning_Visitor,Dec,1873.589297,1,0,46.61111111,0.007242234,0,45,42.26791822,1,FALSE,1,0,3,2,0,0
Returning_Visitor,Dec,15,0,0,0,0.1,0,2,0,2,FALSE,2,0,9,1,0,0
Returning_Visitor,Mar,356.8,0,0,0,0.016666667,0,22,0,2,FALSE,2,0,2,8,0,0
Returning_Visitor,Sep,719.8833333,10,1,275.3333333,0.018518519,0,19,0,2,TRUE,2,6,5,5,0,1
Returning_Visitor,May,438.5833333,7,2,134,0.032291667,0.0125,11,0,2,FALSE,5,196,1,2,0,0
Returning_Visitor,Dec,1897.833333,4,1,78.5,0.011746032,0.0127,50,0,1,TRUE,1,32.75,9,3,0,0
Returning_Visitor,Dec,249.8214286,4,0,441.1,0.0388,0,20,0,1,FALSE,1,0,1,2,0,0
New_Visitor,Nov,755,4,0,92,0.004347826,0,21,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,364.75,0,0,0,0.025,0.025,12,0,2,FALSE,6,0,3,2,0,0
Returning_Visitor,June,0,0,0,0,0.181818182,0.18,0,0,2,FALSE,2,0,7,6,0,0
Returning_Visitor,Dec,300.3333333,1,0,0,0.06875,0.041666667,9,0,3,FALSE,2,0,9,1,0,0
Returning_Visitor,Nov,1263.864951,3,0,68.33333333,0.025721669,0.007906977,39,14.94379331,3,FALSE,2,0,1,2,0,1
Returning_Visitor,Mar,1616.083333,1,0,74,0.016,0.004,49,0,2,FALSE,2,0,6,1,0,0
Returning_Visitor,Mar,1685.266667,0,0,0,0.034615385,0.007692308,26,0,2,TRUE,2,0,6,3,0,0
Returning_Visitor,Nov,1984.025,2,1,105.5,0.003486395,0,55,0,3,TRUE,2,437.5,4,6,0,0
Returning_Visitor,Mar,2284.687302,4,2,1521,0.042741935,0.019354839,30,2.304322581,2,FALSE,2,64,1,1,0,0
Returning_Visitor,Jul,641.4083333,0,0,0,0.081375661,0.060925926,36,0,3,FALSE,2,0,2,13,0,0
Returning_Visitor,May,401.5,2,0,98,0.003333333,0,20,0,2,TRUE,5,0,1,2,0,0
New_Visitor,Nov,829.0833333,0,0,0,0.0125,0,16,41.67536194,2,FALSE,4,0,1,3,0,1
Returning_Visitor,Nov,726.0388889,10,2,770.7388889,0.005434783,0,35,10.82357287,2,FALSE,2,138.6666667,7,2,0,1
Returning_Visitor,Mar,608.8333333,1,0,6,0.026666667,0.011764706,16,52.70052142,3,FALSE,2,0,1,11,0,1
Returning_Visitor,Nov,2033.845238,12,1,295.9619048,0.007154088,0,45,21.23244876,2,FALSE,2,0,9,2,0,0
New_Visitor,Mar,12983.78771,10,7,316.1405025,0.006998399,0.000668896,287,1.088158231,2,FALSE,4,321.6666667,3,8,0,0
Returning_Visitor,Dec,3231.853672,9,2,125.2659091,0.016586922,0.007792208,146,8.597486055,2,TRUE,2,115,9,2,0,0
Returning_Visitor,Dec,1245.25,0,0,0,0.015384615,0,13,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,Oct,3220.887143,5,0,20,0.061688596,0.024937343,72,0.975803268,4,FALSE,1,0,2,1,0,0
Returning_Visitor,May,177.3333333,0,0,0,0.088888889,0.066666667,9,0,3,TRUE,2,0,4,1,1,0
Returning_Visitor,Mar,1088.830952,1,5,40,0.007230392,0.000980392,62,11.48461765,3,TRUE,2,279.5,1,9,0,1
Returning_Visitor,Jul,360.4733333,0,0,0,0.036666667,0.013333333,30,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Mar,1350.391667,7,0,213.3916667,0.017877551,0,32,0,2,TRUE,2,0,1,8,0,0
New_Visitor,Dec,636.5833333,1,0,8,0.00625,0,33,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,June,184.1,2,3,9.6,0.035714286,0,10,0,2,FALSE,2,118.1,8,4,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,4,13,0,0
New_Visitor,Nov,760.6190476,7,0,229.75,0.011111111,0,33,51.86660251,2,FALSE,2,0,3,2,0,1
Returning_Visitor,Aug,1110.866667,0,0,0,0.014814815,0,18,57.03508179,2,FALSE,10,0,4,1,0,1
Returning_Visitor,May,1025,0,0,0,0.066666667,0.042857143,14,0,4,FALSE,2,0,1,13,0,0
Returning_Visitor,Mar,58,3,0,24,0.028571429,0,6,0,2,FALSE,2,0,8,2,0,0
Returning_Visitor,Mar,30,0,0,0,0.066666667,0,3,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Oct,2091.480392,0,0,0,0.071855922,0.046212121,34,0,1,FALSE,1,0,8,1,0,0
Returning_Visitor,May,619.5,6,0,135.5,0.0125,0.008333333,23,0,2,FALSE,6,0,3,3,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,1,FALSE,1,0,3,3,0,0
Returning_Visitor,Mar,196.2,1,3,31,0.013333333,0,11,0,2,FALSE,2,62,1,10,0,0
Returning_Visitor,May,950,0,0,0,0.011111111,0,19,0,1,FALSE,1,0,1,2,0,0
Returning_Visitor,May,40,0,0,0,0.157142857,0.142857143,7,0,3,FALSE,2,0,3,4,0.6,0
Returning_Visitor,May,64,1,2,26,0.022222222,0,6,0,1,FALSE,1,33,3,4,0.2,0
Returning_Visitor,Feb,136.1666667,0,0,0,0.008333333,0,8,0,2,TRUE,2,0,5,1,1,0
Returning_Visitor,Mar,1093,2,0,17,0.1125,0.0375,7,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Jul,518.85,0,7,0,0.025371224,0.019139785,24,0,1,FALSE,1,269.6666667,6,2,0,0
Returning_Visitor,Nov,2332.109524,3,0,131.5,0.009450172,0.001030928,94,0,2,FALSE,2,0,9,10,0,0
Returning_Visitor,Jul,116.8,0,0,0,0.114285714,0.028571429,7,0,2,FALSE,2,0,6,13,0,0
Returning_Visitor,Dec,860.2083333,1,0,25.5,0.012380952,0.004081633,49,0,2,TRUE,2,0,2,10,0,0
Returning_Visitor,Nov,930.0141026,4,3,99,0.016470588,0.001960784,46,0,1,FALSE,1,112.25,3,10,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,3,6,0,0
Returning_Visitor,May,689.75,0,0,0,0.083333333,0,12,0,2,FALSE,4,0,3,4,0,0
Returning_Visitor,May,1151.2,8,0,321.6,0.012903226,0,30,0,2,FALSE,2,0,2,13,0,0
Returning_Visitor,Sep,475.3,6,0,288,0.036842105,0.010526316,16,0,2,FALSE,2,0,2,13,0,0
Returning_Visitor,Oct,1100.789082,4,2,54.6,0.018561297,0.008510638,44,0,2,FALSE,2,22.13333333,1,1,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,May,1871.788041,15,8,189.2142857,0.010302067,0.002252252,97,2.904177177,2,FALSE,2,261,4,2,0,0
Returning_Visitor,Aug,2224.633333,1,0,21.2,0.03514652,0.011538462,53,0,2,FALSE,2,0,3,3,0,0
Returning_Visitor,Mar,1636.016667,2,0,44,0.021794872,0.007692308,26,0,2,FALSE,6,0,1,1,0,0
Returning_Visitor,Mar,9,0,0,0,0.1,0,2,0,2,TRUE,2,0,1,3,0,0
Returning_Visitor,Aug,1340.676667,11,3,211.0333333,0.019726027,0.000391389,62,17.42324027,2,FALSE,2,173.2333333,7,2,0,0
Returning_Visitor,Sep,1784.755219,8,0,308.5859649,0.001928521,0.000352113,67,0.384720286,3,FALSE,2,0,1,2,0,0
Returning_Visitor,May,2309.995238,0,0,0,0.06394752,0.047479439,53,0,3,FALSE,2,0,1,3,0.4,0
Other,Dec,66.5,2,0,54.5,0.028571429,0,5,0,8,FALSE,13,0,9,20,0,0
New_Visitor,Sep,15.6,0,0,0,0,0,1,47.7917708,1,FALSE,1,0,6,3,0,1
Returning_Visitor,May,580.5,0,0,0,0.046666667,0.02,12,11.193,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Nov,5889.730504,8,6,964.25,0.053431066,0.028910577,134,0,3,FALSE,2,182.1666667,1,3,0,0
Returning_Visitor,Mar,548.1857143,1,0,6,0.02987013,0.028571429,14,0,3,TRUE,2,0,3,1,0,0
Returning_Visitor,May,1570.5,1,0,25,0.002941176,0,35,13.07329412,2,TRUE,2,0,6,4,0,1
Returning_Visitor,Nov,1050.25,0,0,0,0.028571429,0,21,0,2,TRUE,2,0,6,2,0,0
Other,Dec,1314.083333,0,0,0,0.008333333,0,13,103.0610827,8,FALSE,13,0,9,20,0,1
Returning_Visitor,May,1546.503822,5,1,86.16666667,0.019159146,0.015577078,55,9.139760775,2,TRUE,2,13,1,2,0,0
Returning_Visitor,May,98.33333333,0,0,0,0.032653061,0.028571429,7,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Dec,5124.691667,12,0,521.075,0.011196593,0,83,35.25420124,2,FALSE,2,0,7,6,0,0
Returning_Visitor,Jul,1054.3,0,0,0,0.1,0.066666667,6,0,2,FALSE,12,0,6,3,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,7,1,0,0
Returning_Visitor,Nov,2347.333333,0,0,0,0.015909091,0.004545455,45,0,2,FALSE,4,0,1,1,0,0
Returning_Visitor,Mar,777.5,4,1,73.75,0.015555556,0,12,10.782,2,TRUE,2,58,1,2,0,1
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,3,13,0,0
Returning_Visitor,Mar,933.4166667,0,0,0,0.043075335,0.031932773,17,0,3,FALSE,2,0,1,3,0,0
Returning_Visitor,Nov,2744.541071,0,1,0,0.015636704,0.003370787,89,0,3,TRUE,2,5,6,10,0,0
